가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
북부순환도로,35.550191,129.263861,35.580639,129.359891,느티나무+왕벚나무+해송+은행나무,10.89,2305,,"신복로터리, 중구청, 북구청이 있는 느티나무길",북부순환도로,광역시도,신복로터리~삼호교~삼일교~상방사거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
달빛로,35.586728,129.312948,35.579293,129.341438,느티나무,2.88,380,,울산기상대가 있는 느티나무길,달빛로,광역시도,성안~서동간(혁신도시 구간 포함),052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
혁신도시~정밀화학센터,35.561211,129.277791,35.562507,129.288776,느티나무,1.01,338,,태화연 오토캠핑장이 있는 느티나무길,종가로,광역시도,정밀화학지원센터~혁신도시간 일부,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
정밀화학센터진입로,35.557808,129.280489,35.561211,129.277791,느티나무,0.47,171,,테크노파크가 있는 느티나무길,,광역시도,북부순환도로~정밀화학지원센터,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
남외운동장지구,35.560566,129.345772,35.568855,129.346045,은행나무+왕벚나무+이팝나무,2.14,410,,울산종합운동장과 동천체육관이 있는 은행나무와 왕벚나무길,남외로,광역시도,"남외운동장지구 내(남외로, 남외3길)",052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
평산로,35.567258,129.340691,35.572281,129.336141,왕벚나무,0.8,170,,평산초등학교가 있으며 벚꽃축제가 열리는 왕벚나무길,평산로,광역시도,약사삼거리~평산삼거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
외솔큰길,35.569895,129.350989,35.560981,129.352235,이팝나무,1,151,,동천자전거문화센터가 았는 이팝나무길,외솔큰길,광역시도,외솔교~동천체육관,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
황암로,35.469691,129.372723,35.459245,129.357796,해송,1.7,266,,울산신항 주변의 해송길,황암로,광역시도,신항북측진입로,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
처용로,35.519465,129.339962,35.469977,129.372446,은행나무+팽나무+회화나무,8.7,882,,공단을 가로지르는 은행나무와 팽나무길,처용로,광역시도,새터삼거리~용연공단~부곡사거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
중앙로,35.549014,129.308054,35.530381,129.315856,느티나무,2.4,779,,울산시청과 마트가 있는 느티나무길,중앙로,광역시도,태화로터리~시청~동서오거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
정동로,35.536218,129.343873,35.547152,129.344771,은행나무,1.7,328,,울산농수산도매시장이 있는 은행나무길,정동로,광역시도,화신삼성공구백화점~농수산물시장~강남로(백합초교),052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
정광로,35.548685,129.282799,35.546474,129.282316,은행나무,0.5,42,,주택 및 상가 주변의 은행나무길,정광로,광역시도,남산로(임업협동조합)~정광사삼거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
월평로,35.540471,129.305917,35.546861,129.335652,은행나무+왕벚나무,2.7,578,,울산광역시 남구문화원과 문화공원이 있는 은행나무와 왕벚나무길,월평로,광역시도,봉월로(은월삼거리)~울산문화원~남부소방서,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
용잠로,35.503017,129.341352,35.492297,129.361454,느티나무+은행나무,1.2,693,,공단을 가로지르는 느티나무와 은행나무길,용잠로,광역시도,태광산업3공장 삼거리~코엔텍~현대프로스공장,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
용연로,35.486442,129.350934,35.461977,129.364731,느티나무+은행나무,4.2,999,,공단을 가로지르는 느티나무길,용연로,광역시도,성암사거리~용연공단~용연사거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
옥현로,35.547317,129.263685,35.538767,129.256479,느티나무+팽나무+왕벚나무,0.8,586,,울산대학교와 무거천 사이의 느티나무와 팽나무 길,옥현로,광역시도,"옥현사거리~옥현지구~대학로(정골삼거리, 문수중학교)",052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
어은로,35.552255,129.274661,35.549454,129.272887,은행나무,0.6,57,,무거천을 가로지르는 은행나무길,어은로,광역시도,구삼호교남단사거리~시영아파트앞,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
신화로,35.529561,129.330803,35.524885,129.343973,느티나무,2.1,658,,야음테니스장이 있는 느티나무길,신화로,광역시도,번영로~구야음역여천로(신화마을),052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
신정로,35.549641,129.316489,35.532254,129.323186,은행나무+이팝나무,2.2,521,,울산공고가 있는 은행나무와 이팝나무길,신정로,광역시도,강남로~돋질로~여천천,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
신선로,35.520772,129.312598,35.522708,129.333407,왕벚나무+이팝나무,3.36,160,,아파트 단지 주변의 왕벚나무와 이팝나무길,신선로,광역시도,야음롯데캐슬주변 및 울산호수공원대명루첸아파트 주변,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
삼호로,35.550043,129.264343,35.546371,129.287854,은행나무+플라타너스,2.5,410,,정광사가 있는 은행나무와 플라타너스 길,삼호로,광역시도,신복로터리~삼호중~와와교차로,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
삼산중로,35.548118,129.335839,35.533688,129.337031,은행나무+왕벚나무,1.8,235,,백화점과 다양한 먹거리가 있는 은행나무와 왕벚나무길,삼산중로,광역시도,남부소방서~삼성자동차학원앞,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
산업로,35.503441,129.308611,35.629861,129.347575,느티나무+대왕참나무+무궁화+왕벚나무+메타세콰이어+구실잣밤나무,11.9,4874,,태화강역과 완충녹지가 있는 다양한 수목이 있는길,산업로,광역시도,두왕사거리~태화강역~명촌교~신상안교,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
사평로,35.509638,129.335776,35.488416,129.326564,해송+느티나무,1.5,224,,공단을 가로지르는 해송길,사평로,광역시도,명동삼거리~부곡로~석유화학공단중문,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
부두로,35.544643,129.354285,35.512517,129.367571,왕벚나무,5.2,297,,울산항과 연결되는 왕벚나무길,부두로,광역시도,명촌교남교차로~제5부두삼거리~장생포 매암사거리(대한통운),052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
법대로,35.535628,129.287807,35.536303,129.283582,왕벚나무,1.2,31,,울산 지방법원과 검찰청이 있는 왕벚나무길,법대로,광역시도,법원입구~구 법조타운 입구,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
매암로,35.509867,129.377255,35.519007,129.372916,해송,1.2,711,,울산항역이 있는 해송길,매암로,광역시도,제5부두~울산항역,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
돋질로,35.536487,129.305964,35.542263,129.353828,은행나무+이팝나무+왕벚나무,4.7,728,,"울산시청, 남구청과 한국은행이 있는 다양한 수목이 있는길",돋질로,광역시도,봉월삼거리~남구청~산업로,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
대공원입구로,35.534197,129.294741,35.532178,129.293472,느티나무,0.5,47,,울산대공원 정문과 연결되는 느티나무길,대공원입구로,광역시도,문수로~울산대공원,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
달삼로,35.535211,129.329238,35.537183,129.339662,은행나무,1.2,184,,울산시외버스터미널과 다양한 먹거리가 있는 은행나무길,달삼로,광역시도,번영로(북경짜장)~화합로(롯대백화점),052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
놀재로,35.550397,129.278885,35.548134,129.277465,은행나무,0.5,56,,울산철새홍보관과 와와공원이 있는 은행나무길,눌재로,광역시도,남산로(옥현초교앞)~눌재삼거리,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
남중로,35.546612,129.348461,35.534301,129.347052,은행나무,1.6,201,,호텔과 마트가 있는 은행나무길,남중로,광역시도,오산삼거리~여천천,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
꽃대나리로,35.532143,129.330391,35.534414,129.350561,이팝나무+메타세콰이어+은행나무+왕벚나무,2.1,700,,울산도서관과 수목학습원이 있는 이팝나무 및 메타세콰이어길,꽃대나리로,광역시도,번영로~화합로~산업로,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
갈밭로,35.536131,129.340471,35.536169,129.347157,은행나무,0.8,672,,울산세무서와 공구월드가 있는 은행나무길,갈밭로,광역시도,시외버스삼거리~공구월드,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
군서 백리벚꽃길,34.79577941,126.7025777,34.73206584,126.5951056,왕벚나무,1988,13,1981,양 옆으로 왕벚나무가 식재되어 봄이면 꽃터널이 되어 많은 관광객을 맞이하고 이와 연계하여 왕인문화 축제가 열리고 있음,(구)지방도 819호선,군도,영암읍 남풍리 123-4 ~ 평리교차로 ~서호면 화송리 567-1,061-470-2022,전라남도 영암군청,2024-10-24,5875000,전남광주통합특별시 영암군
테크노산업로,35.518302,129.300512,35.512105,129.294385,이팝나무,0.9,119,,울산테크노일반산업단지를 통과하는 이팝나무길,테크노산업로,광역시도,시립문수궁도장교차로~신두왕로,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
신항만도로,35.468564,129.351437,35.459245,129.357796,해송+이팝나무,1.7,1042,,울산신항 주변의 해송과 이팝나무길,신항만도로,광역시도,신항만도로,052-229-3323,울산광역시청,2024-01-05,6310000,울산광역시
차룡로,35.245826,128.629332,35.240446,128.624918,메타세쿼이아,110,0.7,,도로 좌우쪽으로 메타세쿼이아가 심겨져 있어 아름다운 경관 연출,,,화훼단지삼거리 ~ 차룡삼거리,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
차룡단지로,35.244746,128.613236,35.236037,128.634149,메타세쿼이아,212,2.1,,도로 좌우쪽으로 메타세쿼이아가 심겨져 있어 아름다운 경관 연출,,,팔용터널 입구 ~ 차룡단지로사거리,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
죽전로,35.248487,128.624016,35.241448,128.618086,메타세쿼이아,153,0.9,,도로 좌우쪽으로 메타세쿼이아가 심겨져 있어 아름다운 경관 연출,,,사화삼거리 ~ 죽전로삼거리,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
의창대로62번길,35.256936,128.607315,35.255902,128.608825,은행나무,22,0.2,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,창원역 정면 앞길,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
소계로,35.252568,128.605576,35.259422,128.595527,왕벚나무,40,0.7,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,,,반계지구(창원 테크노밸리 일원),055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
사화로407번길,35.239913,128.646884,35.237635,128.644528,은행나무,17,0.4,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,창원농업기술센터 뒷길,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
사화로116번길,35.251669,128.618493,35.249062,128.616351,은행나무,37,0.4,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,팔용중학교 ~ 프라임하우스 1단지 입구,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
사화로18번길,35.256881,128.609722,35.254193,128.607252,은행나무,21,0.4,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,탑마트 뉴창원점 입구 ~ 팔용미관광장 입구,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
사화로17번길,35.256906,128.609705,35.259453,128.612013,은행나무,65,0.3,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,탑마트 뉴창원점 입구 ~ 벽산블루밍C단지,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
사화로,35.235808,128.646081,35.257832,128.608156,루브라참나무+은행나무+왕벚나무,767,4.3,,도로 좌우쪽으로 은행나무 외 2종이 심겨져 있어 아름다운 경관 연출,,,파티마병원 삼거리 ~ 창원역 삼거리,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
반계로,35.257025,128.614554,35.248157,128.606757,느티나무+은행나무,222,1.2,,도로 좌우쪽으로 은행나무 외 1종이 심겨져 있어 아름다운 경관 연출,,,팔용벽산블루밍 입구 ~ 일림나노텍 입구,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
무역로581번길,35.229666,128.640765,35.232456,128.635378,은행나무,72,0.6,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,농수산물시장삼거리 ~ 차상로삼거리,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
무역로549번길,35.228592,128.636549,35.227330,128.638583,은행나무,34,0.25,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,농수산물직판장 ~ 유통단지삼거리,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
무역로503번길,35.226767,128.634939,35.224077,128.635639,은행나무,29,0.3,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,타이어뱅크 팔용점 일대,055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
무역로459번길,35.220867,128.632809,35.225201,128.635252,은행나무,105,0.5,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,,,천차만차 뒷길(팔용동 519),055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
무역로,35.232874,128.643455,35.218123,128.628384,느티나무+왕벚나무+은행나무,356,2.3,,도로 좌우쪽으로 은행나무 외 3종이 심겨져 있어 아름다운 경관 연출,,,용원지하차도 ~ 팔용근린공원(회원구 경계),055-212-4508,경상남도 창원시 의창구청,2025-12-02,5670000,경상남도 창원시
